CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
,Male,Malaysia,26,Employed full-time,,,No,Yes,Engineer,Perfectly,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Engineering (non-computer focused),Less than a year,R,,,,251.9
,Female,Malaysia,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Mathematics or statistics,,C/C++/C#,,,,251.9
,Male,Malaysia,21,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Bachelor's degree,Other,,C/C++/C#,,,,251.9
,Female,Malaysia,22,I prefer not to say,Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Mathematics or statistics,,SAS,,,,251.9
,Male,Malaysia,39,Employed full-time,,,Yes,,Data Analyst,Perfectly,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Engineering (non-computer focused),6 to 10 years,,,,,251.9
,Male,Malaysia,22,Employed part-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Computer Science,Less than a year,SQL,36000,,,251.9
,Male,Malaysia,21,"Not employed, but looking for work",,,,,,,,No,Master's degree,Engineering (non-computer focused),Less than a year,,,,,251.9
,Male,Malaysia,34,Employed full-time,,,No,No,,,,,,,,,,,,251.9
,Female,Malaysia,31,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Computer Science,3 to 5 years,C/C++/C#,,,,251.9
,Female,Malaysia,23,Employed part-time,,,No,Yes,Software Developer/Software Engineer,Perfectly,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics,Employed by non-profit or NGO",No,Bachelor's degree,Management information systems,1 to 2 years,SQL,,,,251.9
,Male,Malaysia,30,Employed part-time,,,No,Yes,Computer Scientist,Perfectly,Employed by college or university,Sort of (Explain more),Master's degree,Computer Science,Less than a year,Python,,,,251.9
,Female,Malaysia,24,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,SAS,,,,251.9
,Female,Malaysia,37,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,,,,,,,251.9
,Female,Malaysia,24,Employed full-time,,,No,No,,,,,,,,,,,,251.9
,Male,Malaysia,22,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Computer Science,1 to 2 years,,,,,251.9
,Male,Malaysia,38,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Yes,Master's degree,Computer Science,More than 10 years,,,,,251.9
,Male,Malaysia,29,Employed part-time,,,Yes,,Scientist/Researcher,Poorly,Employed by college or university,No,Master's degree,Computer Science,6 to 10 years,,,,,251.9
,Male,Malaysia,35,"Independent contractor, freelancer, or self-employed",,,No,Yes,Software Developer/Software Engineer,Fine,Self-employed,Yes,Bachelor's degree,Physics,1 to 2 years,Python,,,,251.9
,Female,Malaysia,22,Employed full-time,,,No,Yes,Data Analyst,Fine,Employed by company that makes advanced analytic software,No,Bachelor's degree,Computer Science,Less than a year,Python,,,,251.9
,Male,Malaysia,26,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,,Less than a year,Python,,,,251.9
,A different identity,Malaysia,23,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Some college/university study without earning a bachelor's degree,Computer Science,,Python,,,,251.9
,Female,Malaysia,23,Employed part-time,,,No,Yes,Other,Poorly,Employed by non-profit or NGO,No,Bachelor's degree,Mathematics or statistics,I don't write code to analyze data,,,,,251.9
,Male,Malaysia,39,"Not employed, but looking for work",,,,,,,,No,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,Java,,,,251.9
,Male,Malaysia,36,"Independent contractor, freelancer, or self-employed",,,Yes,,Programmer,Fine,Self-employed,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,,,,251.9
,Male,Malaysia,20,"Independent contractor, freelancer, or self-employed",,,No,No,,,,,,,,,,,,251.9
,Male,Malaysia,39,"Not employed, but looking for work",,,,,,,,No,Doctoral degree,Computer Science,I don't write code to analyze data,Java,,,,251.9
,Male,Malaysia,21,"Not employed, but looking for work",,,,,,,,Yes,Some college/university study without earning a bachelor's degree,,1 to 2 years,Python,,,,251.9
,Male,Malaysia,26,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,251.9
,Female,Malaysia,30,Employed full-time,,,Yes,,Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,Computer Science,More than 10 years,R,,,,251.9
,Female,Malaysia,24,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Computer Science,,R,,,,251.9
,Female,Malaysia,24,Employed part-time,,,No,Yes,,,,,,,,,,,,251.9
,Male,Malaysia,33,Employed full-time,,,No,No,,,,,,,,,,,,251.9
,Female,Malaysia,22,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,,,,,,251.9
,Female,Malaysia,22,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,SAS,,,,251.9
,Male,Malaysia,35,I prefer not to say,No,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Bachelor's degree,"Information technology, networking, or system administration",,,,,,251.9
,Female,Malaysia,23,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Bachelor's degree,Computer Science,,,,,,251.9
,Male,Malaysia,39,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Computer Science,Less than a year,,,,,251.9
,Female,Malaysia,23,Employed full-time,,,Yes,,Business Analyst,Perfectly,Employed by professional services/consulting firm,No,Bachelor's degree,Mathematics or statistics,Less than a year,,,,,251.9
,Male,Malaysia,35,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Fine,Employed by professional services/consulting firm,No,I did not complete any formal education past high school,,1 to 2 years,,,,,251.9
,Male,Malaysia,31,Employed full-time,,,Yes,,Data Analyst,Poorly,Employed by professional services/consulting firm,No,Bachelor's degree,Computer Science,3 to 5 years,,,,,251.9
,Male,Malaysia,23,Employed full-time,,,Yes,,,,,,,,,,,,,251.9
,Male,Malaysia,34,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Computer Science,1 to 2 years,,,,,251.9
,Female,Malaysia,49,Employed full-time,,,Yes,,Machine Learning Engineer,Poorly,Employed by a company that performs advanced analytics,Yes,Doctoral degree,Computer Science,3 to 5 years,,,,,251.9
,Male,Malaysia,30,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,,,,,251.9
,Male,Malaysia,27,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Electrical Engineering,Less than a year,,,,,251.9
,Male,Malaysia,27,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by non-profit or NGO,Yes,Master's degree,Computer Science,3 to 5 years,,,,,251.9
,Male,Malaysia,55,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,,,Sort of (Explain more),Bachelor's degree,Other,More than 10 years,R,,,,251.9
,Female,Mexico,37,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Computer Science,Less than a year,SQL,,,,170
,Male,Mexico,23,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,,,,170
,Male,Mexico,25,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,No,Some college/university study without earning a bachelor's degree,Engineering (non-computer focused),I don't write code to analyze data,C/C++/C#,,,,170
,Male,Mexico,26,Employed full-time,,,Yes,,Computer Scientist,Poorly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,1 to 2 years,Python,,,,170
,Male,Mexico,22,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Bachelor's degree,Electrical Engineering,3 to 5 years,Python,,,,170
,Male,Mexico,20,"Not employed, but looking for work",,,,,,,,Yes,Some college/university study without earning a bachelor's degree,Computer Science,1 to 2 years,C/C++/C#,,,,170
,Male,Mexico,24,"Independent contractor, freelancer, or self-employed",,,No,Yes,Computer Scientist,Fine,Self-employed,Sort of (Explain more),Professional degree,,Less than a year,C/C++/C#,,,,170
,Male,Mexico,42,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,,6 to 10 years,Python,,,,170
,Male,Mexico,21,Employed part-time,,,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,No,Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,Python,,,,170
,Male,Mexico,25,I prefer not to say,Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Yes,Master's degree,Engineering (non-computer focused),,R,,,,170
,Female,Mexico,37,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Doctoral degree,Mathematics or statistics,Less than a year,Python,,,,170
,Male,Mexico,32,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,R,,,,170
,Male,Mexico,27,Employed full-time,,,No,No,,,,,,,,,,,,170
,Male,Mexico,24,Employed part-time,,,No,Yes,Business Analyst,Poorly,Employed by a company that performs advanced analytics,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,R,,,,170
,Male,Mexico,31,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Sort of (Explain more),Master's degree,Computer Science,,R,,,,170
,Male,Mexico,25,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by professional services/consulting firm,,Master's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,170
,Male,Mexico,38,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Computer Science,More than 10 years,Python,19000,,,170
,Male,Mexico,30,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,Mathematics or statistics,6 to 10 years,R,80000,,,170
,Female,Mexico,25,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,1 to 2 years,R,,,,170
,Male,Mexico,22,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Some college/university study without earning a bachelor's degree,Management information systems,,Python,,,,170
,Male,Mexico,30,Retired,,,Yes,,DBA/Database Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Professional degree,,1 to 2 years,Python,,,,170
,Male,Mexico,70,Retired,,,Yes,,Researcher,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Engineering (non-computer focused),6 to 10 years,R,,,,170
,Male,Mexico,26,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Master's degree,Computer Science,,Python,,,,170
,Male,Mexico,55,Employed full-time,,,No,Yes,Statistician,Poorly,Employed by college or university,Yes,Master's degree,Mathematics or statistics,3 to 5 years,R,,,,170
,Male,Mexico,46,Employed full-time,,,No,No,,,,,,,,,,,,170
,Male,Mexico,48,Employed full-time,,,No,Yes,Other,Fine,Employed by company that makes advanced analytic software,No,Bachelor's degree,Computer Science,I don't write code to analyze data,R,,,,170
,Male,Mexico,66,"Independent contractor, freelancer, or self-employed",,,Yes,,Statistician,Fine,Self-employed,Yes,Master's degree,Mathematics or statistics,More than 10 years,R,,,,170
,Male,Mexico,24,Employed full-time,,,Yes,,,,,,,,,,,,,170
,Male,Mexico,27,Employed full-time,,,No,Yes,Statistician,Perfectly,"Employed by company that makes advanced analytic software,Employed by a company that doesn't perform advanced analytics",No,Bachelor's degree,Mathematics or statistics,Less than a year,R,,,,170
,Female,Mexico,24,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Bachelor's degree,Electrical Engineering,Less than a year,,,,,170
,Male,Mexico,43,"Independent contractor, freelancer, or self-employed",,,Yes,,Engineer,Poorly,Employed by professional services/consulting firm,No,Master's degree,"Information technology, networking, or system administration",6 to 10 years,Python,,,,170
,Male,Mexico,29,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,"Information technology, networking, or system administration",I don't write code to analyze data,Python,,,,170
,Male,Mexico,43,Employed full-time,,,Yes,,Other,Poorly,Employed by a company that performs advanced analytics,No,Some college/university study without earning a bachelor's degree,Mathematics or statistics,1 to 2 years,,,,,170
,Male,Mexico,24,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Mathematics or statistics,1 to 2 years,R,180000,,,170
,Male,Mexico,21,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,I did not complete any formal education past high school,,,R,,,,170
,Female,Mexico,16,I prefer not to say,No,"Yes, I'm focused on learning mostly data science skills",,,,,,No,I prefer not to answer,,,,,,,170
,Male,Mexico,30,Employed part-time,,,Yes,,Engineer,Fine,Self-employed,Yes,Master's degree,Electrical Engineering,1 to 2 years,Python,25000,,,170
,Male,Mexico,28,Employed part-time,,,No,No,,,,,,,,,,,,170
,Male,Mexico,26,Employed full-time,,,Yes,,Statistician,Poorly,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Mathematics or statistics,3 to 5 years,R,25000,,,170
